Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export
J,"Manuj, I; Mentzer, JT",,,,"Manuj, Ila; Mentzer, John T.",,,Global supply chain risk management strategies,INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT,,,English,Article,,,,,,Risk management; Supply chain management; International business,,"Purpose - Global supply chains are more risky than domestic supply chains due to numerous links interconnecting a wide network of firms. These links are prone to disruptions, bankruptcies, breakdowns, macroeconomic and political changes, and disasters leading to higher risks and making risk management difficult. The purpose of this paper is to explore the phenomenon of risk management and risk management strategies in global supply chains. Design/methodology/approach - This paper is based on an extensive literature review and a qualitative study comprising 14 in-depth interviews and a focus group meeting with senior supply chain executives. Findings - The study provides insights into the applicability of six risk management strategies with respect to environmental conditions and the role of three moderators. Research limitations/implications - The model is developed in a global manufacturing supply chain context. It should be tested in other contexts and with other methods to provide generalizability. The study takes a much needed step toward building a theory of risk management in global supply chains, which opens important future research directions. Practical implications - This research provides direction to managers for choosing risk management strategies based on the global supply chain environment. Moderators have practical implications for global supply chain managers. Originality/value - The paper addresses an identified gap in the literature for selecting risk management strategies in global supply chains. It employs grounded theory, a methodology appropriate for theory-building, to explore a phenomenon with an inadequate theoretical base.","[Manuj, Ila] Univ N Texas, Dept Mkt & Logist, Denton, TX 76203 USA; [Mentzer, John T.] Univ Tennessee, Knoxville, TN USA","Manuj, I (corresponding author), Univ N Texas, Dept Mkt & Logist, Denton, TX 76203 USA.",ila.manuj@unt.edu,"Yang, Shicai/C-6094-2009",,,,,98,397,408,31,306,EMERALD GROUP PUBLISHING LTD,BINGLEY,"HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND",0960-0035,1758-664X,,INT J PHYS DISTR LOG,Int. J. Phys. Distrib. Logist. Manag.,,2008,38,3-4,,,,,192,223,,10.1108/09600030810866986,,,32,Management,Business & Economics,V14MB,WOS:000207737400002,,,,,2021-03-04
J,"Huang, CY; Huang, CC; Liu, CY",,,,"Huang, C. -Y.; Huang, C. -C.; Liu, C. -Y.",,,Order confirmation mechanism for collaborative production networks,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,,,English,Article,,,,,,agent-based manufacturing systems; communication protocols; distributed production planning; order management; product production structure,SUPPLY CHAIN MANAGEMENT; MANUFACTURING SYSTEMS; ARCHITECTURE; CHALLENGE; FRAMEWORK,"To avert risk, today's companies perform business with little capital investment. They invest only on the core activities which gain higher profit and outsource non-critical production activities to their partner companies ( subcontractors or sourcing companies). Hence, a customer order is normally completed by a collaborative production network formed by the partner companies. However, co-ordinating those loosely and distributed companies to meet the uncertain demands from the final customers is not simple. This research suggests an order confirmation mechanism that allows synchronizing the available capacities over the supply network. The mechanism is developed based on a factory agent system and a design of three protocols: ( 1) protocol for normal condition, ( 2) protocol for abnormal condition, and ( 3) protocol for cancellation. Based on the protocols, messages and procedures are designed. The design is also deployed on a distributed computing environment to illustrate the feasibility and applicability.","[Huang, C. -Y.; Huang, C. -C.; Liu, C. -Y.] Tunghai Univ, Dept Ind Engn & Enterprise Informat, Taichung 407, Taiwan; [Huang, C. -C.] Hsiuping Inst Technol, Dept Ind Engn & Management, Taichung 412, Taiwan","Huang, CY (corresponding author), Tunghai Univ, Dept Ind Engn & Enterprise Informat, POB 985, Taichung 407, Taiwan.",huangcy@ie.thu.edu.tw,,"Huang, Chin-Yin/0000-0002-9769-8075",,,,21,9,11,0,8,TAYLOR & FRANCIS LTD,ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",0020-7543,1366-588X,,INT J PROD RES,Int. J. Prod. Res.,,2008,46,3,,,,,595,620,,10.1080/00207540600844019,,,26,"Engineering, Industrial; Engineering, Manufacturing; Operations Research & Management Science",Engineering; Operations Research & Management Science,250YQ,WOS:000252337700003,,,,,2021-03-04
J,"Mishra, N; Choudhary, AK; Tiwari, MK",,,,"Mishra, Nishikant; Choudhary, A. K.; Tiwari, M. K.",,,Modeling the planning and scheduling across the outsourcing supply chain: a Chaos-based fast Tabu-SA approach,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,,,English,Article,,,,,,planning and scheduling; outsourcing; supply chain; makespan; Tabu search and simulated annealing,SELECTION; SEARCH,"Planning and Scheduling are the interrelated manufacturing functions and should be solved simultaneously to achieve the real motives of integration in manufacturing. In this paper, we have addressed the advanced integrated planning and scheduling problem in a rapidly changing environment, where the selection of outsourcing machine/operation, meeting the customers (single or multiple) due date, minimizing the makespan are the main objectives while satisfying several technological constraints. We developed a mixed integer programming model for integrated planning and scheduling across the outsourcing supply chain and showed how such models can be used to make strategic decisions. It is a computationally complex and mathematically intractable problem to solve. In this paper, a Chaos-based fast Tabu-simulated annealing (CFTSA) incorporating the features of SA, Tabu and Chaos theory is proposed and applied to solve a large number of problems with increased complexity. In CFTSA algorithm, five types of perturbation schemes are developed and Cauchy probability function is used to escape from local minima and achieve the optimal/near optimal solution in a lesser number of iterations. An intensive comparative study shows the robustness of proposed algorithm. Percentage Heuristic gap is used to show the effectiveness and two ANOVA analyses are carried out to show the consistency and accuracy of the proposed approach.","[Tiwari, M. K.] Natl Inst Foundry & Forge Technol, Dept Forge Technol, Ranchi 834003, Bihar, India; [Mishra, Nishikant] Univ Warwick, Int Mfg Ctr, Warwick Mfg Grp, Coventry CV4 7AL, W Midlands, England; [Choudhary, A. K.] Loughborough Univ Technol, Wolfson Sch Mech & Mfg Engn, Loughborough, Leics, England","Tiwari, MK (corresponding author), Natl Inst Foundry & Forge Technol, Dept Forge Technol, Ranchi 834003, Bihar, India.",mkt09@hotmail.com,"Tiwari, Manoj K/B-4471-2014",,,,,19,18,20,0,15,TAYLOR & FRANCIS LTD,ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",0020-7543,1366-588X,,INT J PROD RES,Int. J. Prod. Res.,,2008,46,13,,,,,3683,3715,,10.1080/00207540601055474,,,33,"Engineering, Industrial; Engineering, Manufacturing; Operations Research & Management Science",Engineering; Operations Research & Management Science,288QY,WOS:000255002100012,,,,,2021-03-04
J,"Chen, C; Kim, JK",,,,"Chen, C.; Kim, J. -K.",,,Optimization for intelligent operation of supply chains,CHEMICAL ENGINEERING RESEARCH & DESIGN,,,English,Article,,,,,,supply chain; optimization; operation; flexible schedule,CONTINUOUS-TIME FORMULATION; BATCH-OPERATIONS; GENERAL ALGORITHM; FRAMEWORK,"The schedule for manufacturing and its delivery should be strategically determined to maintain economic and sustainable management of a supply chain. However, most of existing design models for the supply chain assumes that it is known or pre-specified when products are manufactured and delivered, and therefore, only the amount of products and delivery are of interest to optimize within design frameworks. In order to provide high flexibility and cost-effectiveness in manufacturing and supply chain activities, both timing information (i.e., when to produce and deliver) and capacity (i.e., how much to produce and deliver) need to be considered simultaneously. New MILP (mixed integer linear programming) model for the design and optimization of the supply chain has been proposed, in which these two key decision variables are simultaneously optimized. For dealing with computational difficulties resulted from the large-size problem, a sequentially-updating procedure is also proposed. In this sequentially-updating procedure, the whole distribution network is divided into subsystems and optimized interactively within iterative procedure, where each subsystem is sequentially optimized until no profit improvement is observed. The enhanced flexibility of the supply chain can be obtained from this improved design philosophy. This also ensures reliable and robust responsiveness of the supply chain to customers' demand without sacrificing efficiency and/or cost-effectiveness of manufacturing and delivery activities. Illustrated case studies show that the proposed method is able to deal with large and complex supply chain problems with significant cost savings.","[Chen, C.; Kim, J. -K.] Univ Manchester, Sch Chem Engn & Analyt Sci, Ctr Proc Integrat, Manchester M60 1QD, Lancs, England","Kim, JK (corresponding author), Univ Manchester, Sch Chem Engn & Analyt Sci, Ctr Proc Integrat, POB 88, Manchester M60 1QD, Lancs, England.",J.Kim-2@manchester.ac.uk,,,,,,16,6,6,0,4,INST CHEMICAL ENGINEERS,RUGBY,"165-189 RAILWAY TERRACE, DAVIS BLDG, RUGBY CV21 3HQ, ENGLAND",0263-8762,,,CHEM ENG RES DES,Chem. Eng. Res. Des.,DEC,2007,85,A12,,,,,1611,1629,,10.1205/cherd07007,,,19,"Engineering, Chemical",Engineering,251ZZ,WOS:000252415900006,,,,,2021-03-04
J,"Mazhar, MI; Kara, S; Kaebernick, H",,,,"Mazhar, M. I.; Kara, S.; Kaebernick, H.",,,Remaining life estimation of used components in consumer products: Life cycle data analysis by Weibull and artificial neural networks,JOURNAL OF OPERATIONS MANAGEMENT,,,English,Article,,,,,,remaining life; reuse; reliability,REVERSE-LOGISTICS; MODELS,"Environmental awareness and legislative pressures have made manufacturers responsible for the take-back and end-of-life treatment of their products. To competitively exploit these products, one option is to incorporate used components in new or remanufactured products. However, this option is partly limited by a firm's ability to assess the reliability of used components. A comprehensive two-step approach is proposed. The first stage phase statistically analyzes the behavior of components for reuse. A well-known reliability assessment method, the Weibull analysis, is applied to the time-to-failure data to assess the mean life of components. In the second phase, the degradation and condition monitoring data are analyzed by developing an artificial neural network (ANN) model. The advantages of this approach over traditional approaches employing multiple regression analysis are highlighted with empirical data from a consumer product. Finally, the Weibull analysis and the ANN model are then integrated to assess the remaining useful life of components for reuse. This is a critical advance in sustainable management of supply chains since it allows for a better understanding of not only service requirements of product, but the remaining life in a product and hence its suitability for reuse or remanufacture. Future work should assess: (1) reduction in downtime of process equipment through the implementation of this technique as a means to better manage preventative maintenance; (2) reduce field failure of remanufactured product; (3) selling-service strategy through implementation of the proposed methodology. (c) 2007 Elsevier B.V. All rights reserved.","Univ New S Wales, Sch Mech & Mfg Engn, Life Cycle Engn & Management Res Grp, Sydney, NSW 2050, Australia","Mazhar, MI (corresponding author), Univ New S Wales, Sch Mech & Mfg Engn, Life Cycle Engn & Management Res Grp, Sydney, NSW 2050, Australia.",m.mazhar@UNSWalumni.com,"Mazhar, Muhammad/N-7128-2013","Mazhar, Muhammad/0000-0002-5170-7060",,,,32,115,116,3,82,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0272-6963,1873-1317,,J OPER MANAG,J. Oper. Manag.,NOV,2007,25,6,,,,,1184,1193,,10.1016/j.jom.2007.01.021,,,10,Management; Operations Research & Management Science,Business & Economics; Operations Research & Management Science,225BY,WOS:000250493300008,,,,,2021-03-04
J,"Chi, HM; Ersoy, OK; Moskowitz, H; Ward, J",,,,"Chi, Hoi-Ming; Ersoy, Okan K.; Moskowitz, Herbert; Ward, Jim",,,Modeling and optimizing a vendor managed replenishment system using machine learning and genetic algorithms,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,,,English,Article,,,,,,supply chain management; support vector machines; genetic algorithms; machine learning; decision support systems,NEURAL-NETWORKS,"Using a supply chain network, we demonstrate the feasibility, viability, and robustness of applying machine learning and genetic algorithms to respectively model, understand, and optimize such data intensive environments. Deployment of these algorithms, which learn from and optimize data, can obviate the need to perform more complex, expensive, and time consuming design of experiments (DOE), which usually disrupt system operations. We apply and compare the behavior and performance of the proposed machine learning algorithms to that obtained via DOE in a simulated Vendor Managed Replenishment system, developed for an actual firm. The results show that the models resulting from the proposed algorithms had strong explanatory and predictive power, comparable to that of DOE. The optimal system settings and profit were also similar to that obtained from DOE. The virtues of using machine learning and evolutionary algorithms to model and optimize data rich environments thus seem promising because they are automatic, involving little human intervention and expertise. We believe and are exploring how they can be made adaptive to improve parameter estimates with increasing data, as well as seamlessly detecting system (and therefore model) changes, thus being capable of recursively updating and reoptimizing a modified or new model. (c) 2006 Published by Elsevier B.V.","Purdue Univ, Krannert Sch Management, W Lafayette, IN 47907 USA; Purdue Univ, Sch Elect & Comp Engn, W Lafayette, IN 47907 USA","Moskowitz, H (corresponding author), Purdue Univ, Krannert Sch Management, 403 W State St, W Lafayette, IN 47907 USA.",chih@purdue.edu; ersoy@purdue.edu; Herbm@mgmt.purdue.edu; jw7402@mgmt.purdue.edu,,,,,,37,23,25,2,21,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0377-2217,1872-6860,,EUR J OPER RES,Eur. J. Oper. Res.,JUL 1,2007,180,1,,,,,174,193,,10.1016/j.ejor.2006.03.040,,,20,Management; Operations Research & Management Science,Business & Economics; Operations Research & Management Science,138RR,WOS:000244380500012,,,,,2021-03-04
J,"Naso, D; Surico, M; Turchiano, B",,,,"Naso, David; Surico, Michele; Turchiano, Biagio",,,Reactive scheduling of a distributed network for the supply of perishable products,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,,English,Article,,,,,,activity coordination; genetic algorithms (GAs); rescheduling; supply networks,VEHICLE-ROUTING PROBLEM; GENETIC ALGORITHMS; SEARCH; SYSTEM,"This paper considers the problem of coordinating the production and distribution activities of a network of independent supply centers. In particular, we focus on the supply of rapidly perishable goods (ready-mixed concrete) that must be delivered to customers in strict time windows. The problem presents three main challenges. First, it includes several interrelated scheduling and routing problems, each affected by nearly prohibitive combinatorial complexity. Second, due to the perishable nature of the supplied products, effective solutions must not only optimize the objective function related to resource utilization and cost minimization, but also tolerate the small and frequent stochastic perturbations (transport delays) of the operating environment. Third, if major perturbations occur, the decision strategy must be able to respond in real time with effective rescheduling interventions restoring the indispensable synchronization of activities in progress, and avoiding extremely undesirable circumstances related to product decay. After providing a detailed mathematical model of the considered problem, this paper proposes a hybrid metaheuristic approach integrating a genetic algorithm with a number of problem-specific constructive heuristics. The effectiveness of the approach is evaluated against other scheduling heuristics on an industrial case study. Note to Practitioners-This research work focuses on a challenging rescheduling problem related to the production and distribution of rapidly perishable goods. The approach presented in the paper aims at achieving a compromise between four fundamental issues (quality of solution, search time, robustness to perturbations, and transparency of the decision algorithm) that cannot be easily obtained with general-purpose solvers proposed to practitioners. The presented algorithm integrates three tools (a mathematical programming model, a genetic algorithm, and a set of constructive heuristics) in a global metaheuristic rescheduling algorithm. The approach does not provide guarantees about the closeness to optimality of the solutions, but gives interesting results on numerical experiments based on two large-scale industrial case studies. Although the presented rescheduling method is tailored for a specific just-in-time supply problem, it may be profitably extended to a number of similar production and distribution problems by redefining the model constraints and objectives, and adapting the reconstructive heuristics accordingly.","Dipartimento Elettrotecn & Elettron, Politecn Bari, I-70125 Bari, Italy","Naso, D (corresponding author), Dipartimento Elettrotecn & Elettron, Politecn Bari, I-70125 Bari, Italy.",naso@poliba.it; m.sufico@fidia.it; turchiano@poliba.it,,"Turchiano, Biagio/0000-0003-2662-7293",,,,33,18,20,0,20,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,PISCATAWAY,"445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA",1545-5955,1558-3783,,IEEE T AUTOM SCI ENG,IEEE Trans. Autom. Sci. Eng.,JUL,2007,4,3,,,,,407,423,,10.1109/TASE.2006.884672,,,17,Automation & Control Systems,Automation & Control Systems,187FH,WOS:000247832500010,,,,,2021-03-04
J,"Pirard, R; Irland, LC",,,,"Pirard, Romain; Irland, Lloyd C.",,,Missing links between timber scarcity and industrial overcapacity: Lessons from the Indonesian Pulp and Paper expansion,FOREST POLICY AND ECONOMICS,,,English,Article,,,,,,timber scarcity; price signal; overcapacity; pulp and paper; Indonesia; forestry,RESOURCE SCARCITY; INDICATORS,"Timber scarcity relates to the evolution of stocks in both natural forests and tree plantations, relative to the demand from timber processing industries. Several economic indicators are used to evaluate timber scarcity. In particular, the market price of timber stumpage is believed to send a signal to investors in timber growing and to further regulate mill investments, thus preventing industrial overcapacities from emerging relative to future available wood supply. Our analysis of the Indonesian Pulp and Paper industry, one that expanded impressively in the 1990's and installed large overcapacities, gives us the elements to discuss the applicability of market price as a scarcity signal. Specific conditions, usually found in the developing world, most importantly weak or compromised public governance, flawed corporate governance, and the monopsony character of wood supply mechanisms, prevent the development of a market price scarcity signal. In this paper, special attention is paid to the complexity of the wood supply chain and the nature of the actors involved. This, together with the absence of pricing transparency, allows industrial overcapacities to occur, leading to the depletion of the natural forest. A key unresolved mystery here is why the private capital providers made no effort to detect this obvious and critical risk to the repayment capacity of their investments. The apparent absence of any government role in enforcing sustainable harvest or capacity levels results from state capture and governance failure, topics fully discussed elsewhere in the Indonesian case. The situation has implications for supply modeling as well as for public and private policies. (C) 2006 Elsevier B.V. All rights reserved.","CIRAD Foret, F-34398 Montpellier 5, France; Irland Grp, Wayne, ME 04284 USA","Pirard, R (corresponding author), CIRAD Foret, Campus Int Baillarguet,TA10-D, F-34398 Montpellier 5, France.",r_pirard@yahoo.fr; Irland@adelphia.net,,,,,,50,15,16,0,13,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",1389-9341,1872-7050,,FOREST POLICY ECON,Forest Policy Econ.,MAY,2007,9,8,,,,,1056,1070,,10.1016/j.forpol.2006.10.003,,,15,Economics; Environmental Studies; Forestry,Business & Economics; Environmental Sciences & Ecology; Forestry,174VH,WOS:000246970400014,,,,,2021-03-04
J,"Rao, NH",,,,"Rao, N. H.",,,A framework for implementing information and communication technologies in agricultural development in India,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,,,English,Article,,,,,,Information and Communication Technologies (ICT); agriculture; rural incomes; sustainable development,,"Knowledge is an increasingly significant factor of production in modem agriculture. Information and Communication Technologies (ICTs) can accelerate agricultural development by facilitating knowledge management. Based on an evaluation of several ICT initiatives in rural India, a framework to guide policy and implementation of ICTs in Indian agriculture is proposed. In this framework, agricultural development is visualized from two perspectives, a rural incomes and livelihoods perspective at the farm level, and a sustainability perspective at the regional level. The implementation of ICTs is proposed in three unique institutional environments: (i) closed vertical supply chain network for agribusiness enterprises, (ii) an open chain network with dynamically evolving partners and supply chain situations for the public, non-governmental and multilateral organizations, and (iii) a spatial data services network to address natural resources management and sustainability concerns. Each environment is assessed to identify its appropriate business models centered around ICTs, required technologies, scope for up-scaling the models, and required institutional and policy initiatives. In the future, as ICT infrastructure grows and connectivity and hardware costs decline, the critical constraints are likely to be the development of appropriate policy and institutional environments for the creation and delivery of information and knowledge to the end users. Significant policy, institutional networking and capacity building initiatives will be required at various levels to overcome the constraints and effectively integrate ICTs into the agricultural development process in India. (c) 2006 Published by Elsevier Inc.","NAARM, Hyderabad 500030, Andhra Pradesh, India","Rao, NH (corresponding author), NAARM, Hyderabad 500030, Andhra Pradesh, India.",nhrao@naarm.ernet.in,,,,,,16,50,53,2,42,ELSEVIER SCIENCE INC,NEW YORK,"STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA",0040-1625,1873-5509,,TECHNOL FORECAST SOC,Technol. Forecast. Soc. Chang.,MAY,2007,74,4,,,,,491,518,,10.1016/j.techfore.2006.02.002,,,28,Business; Regional & Urban Planning,Business & Economics; Public Administration,167FQ,WOS:000246437200005,,,,,2021-03-04
J,"Bitran, GR; Gurumurthi, S; Sam, SL",,,,"Bitran, Gabriel R.; Gurumurthi, Suri; Sam, Shiou Lin",,,The need for third-party coordination in supply chain governance,MIT SLOAN MANAGEMENT REVIEW,,,English,Article,,,,,,,,"During the last few decades, companies have moved away from hierarchical, integrated supply chains in favor of fragmented networks of strategic partnerships with external entities. This change has caused ripples throughout the old supply network and raised questions about the future. The authors consider the impact of vertical disintegration in large-scale supply networks, particularly in the textile and electronics industries. They focus on supply chain strategies that have been adopted by network players in order to accommodate for the changing governance and ownership structures. Their broad hypothesis is that the process of disintegration in many industries is not sustainable from a coordination and control viewpoint, and therefore will be followed by eventual reintegration - although it may take different forms in different industries. They discuss the expanded role of the systems integrator, which, in many cases, goes beyond critical coordination services and extends into issues related to control and governance of portions of the supply network. They also explore the challenges that systems integrators are likely to face, and they contrast two different models of coordination and governance that could be adopted by such players.","MIT, Alfred P Sloan Sch Management, Cambridge, MA 02139 USA; Duke Univ, Fuqua Sch Business, Durham, NC 27706 USA","Bitran, GR (corresponding author), MIT, Alfred P Sloan Sch Management, Cambridge, MA 02139 USA.",smrfeedback@mit.edu,,,,,,15,42,42,0,17,"SLOAN MANAGEMENT REVIEW ASSOC, MIT SLOAN SCHOOL MANAGEMENT",CAMBRIDGE,"77 MASSACHUSETTS AVE, E60-100, CAMBRIDGE, MA 02139-4307 USA",1532-9194,,,MIT SLOAN MANAGE REV,MIT Sloan Manage. Rev.,SPR,2007,48,3,,,,,30,+,,,,,9,Business; Management,Business & Economics,159JQ,WOS:000245862300008,,,,,2021-03-04
J,"Kaipia, R; Holstrom, J",,,,"Kaipia, Riikka; Holstrom, Jan",,,Selecting the right planning approach for a product,SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,,,English,Article,,,,,,supply chain management; product planning; demand management; product innovation,SUPPLY CHAIN; PERFORMANCE; LAUNCH; RISK,"Purpose - The purpose of this research paper is to offer a solution to differentiate supply chain planning for products with different demand features and in different life-cycle phases. Design/methodology/approach - A normative framework for selecting a planning approach was developed based on a literature review of supply chain differentiation and supply chain planning. Explorative mini-cases from three companies - Vaisala, Mattel, Inc. and Zara - were investigated to identify the features of their innovative planning solutions. The selection framework was applied to the case company's new business unit dealing with a product portfolio of highly innovative products as well as commodity items. Findings - The need for planning differentiation is essential for companies with large product portfolios operating in volatile markets. The complexity of market, channel and supply networks makes supply chain planning more intricate. The case company provides an example of using the framework for rough segmentation to differentiate planning. Research limitations/implications - The paper widens Fisher's supply chain selection framework to consider the aspects of planning. Practical implications - Despite substantial resources being used, planning results are often not reliable or consistent enough to ensure cost efficiency and adequate customer service. Therefore there is a need for management to critically consider current planning solutions. Originality/value - The procedure outlined in this paper is a first illustrative example of the type of processes needed to monitor and select the right planning approach.","Helsinki Univ Technol, BIT Res Ctr, Helsinki, Finland","Kaipia, R (corresponding author), Helsinki Univ Technol, BIT Res Ctr, Helsinki, Finland.",riikka.kaipia@hut.fi,"Kaipia, Riikka/F-1668-2016; Holmstrom, Jan B/E-7230-2012","Holmstrom, Jan B/0000-0002-2596-0337",,,,40,29,30,0,37,EMERALD GROUP PUBLISHING LIMITED,BRADFORD,"60/62 TOLLER LANE, BRADFORD BD8 9BY, W YORKSHIRE, ENGLAND",1359-8546,,,SUPPLY CHAIN MANAG,Supply Chain Manag.,,2007,12,1,,,,,3,13,,10.1108/13598540710724347,,,11,Business; Management,Business & Economics,135WO,WOS:000244184800001,,,,,2021-03-04
J,"Cox, A; Chicksand, D; Yang, T",,,,"Cox, Andrew; Chicksand, Daniel; Yang, Tong",,,The proactive alignment of sourcing with marketing and branding strategies: a food service case,SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,,,English,Article; Proceedings Paper,4th Worldwide Symposium in Purchasing and Supply Chain Management/15th Annual IPSERA Conference/17th NARTS Conference,"APR 06-08, 2006","San Diego, CA","IPSERA, NARTS",,branding; sourcing; supply chain management; meat; United Kingdom; agriculture,SUPPLY CHAIN; MANAGEMENT,"Purpose - The purpose of this paper is to show that a proactive sourcing strategy can be just as important as a proactive marketing strategy in achieving sustainable competitive advantage. Design/methodology/approach - The paper reports on action research carried out in the UK beef industry, with a focus on the food service supply chain. The methodology is inductive and qualitative, using a multi-case, multi-site approach. The supply chains presented in the case were analysed from farm gate to consumer, interviewing multiple participants at each stage of the supply chain. Findings - This study offers some partial support for configuration-based approaches. However, the case also raises some doubts about the validity of configuration thinking, as it is not the complexity or ambiguity of the relationships that is key in the case, but the fact that brand ownership and contracts create property rights for their owner that create a relatively permanent power resource for Pioneer, the case study company, in its market struggle with its customers and competitors. This interpretation supports the power and property rights views of strategic management rather than the configuration approach. Research limitations/implications - The research is based upon in-depth knowledge of the UK beef and red meat industry. It would be beneficial if further in-depth studies could be undertaken in other agri-food supply chains to further validate the findings. Practical implications - Although the focus of this article has been upon choosing appropriate sourcing strategies, the case study has also illustrated the importance for business managers of linking this sourcing strategy with a firm's marketing, and more specifically its branding strategy. Originality/value - The paper analyses the key differences in demand, supply and power and leverage characteristics in the food service beef supply chain to highlight the need for government agencies, think-tanks and industry participants to have a more robust understanding of industries before advocating the adoption of any one approach for all UK agri-food supply chains. This paper should be of value to researchers in this area and to managers responsible for strategy formation in UK agri-food supply chains.","Univ Birmingham, Sch Business, Ctr Business Strategy & Procurement, Birmingham, W Midlands, England","Chicksand, D (corresponding author), Univ Birmingham, Sch Business, Ctr Business Strategy & Procurement, Birmingham, W Midlands, England.",dchicksand@blueyonder.co.uk,,,,,,72,25,25,0,33,EMERALD GROUP PUBLISHING LTD,BINGLEY,"HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND",1359-8546,1758-6852,,SUPPLY CHAIN MANAG,Supply Chain Manag.,,2007,12,5,,,,,321,333,,10.1108/13598540710776908,,,13,Business; Management,Business & Economics,209FR,WOS:000249374900002,,,,,2021-03-04
J,"Ilbery, B; Maye, D",,,,"Ilbery, B.; Maye, D.",,,Marketing sustainable food production in europe: Case study evidence from two dutch labelling schemes,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,,,English,Article,,,,,,sustainable production; reterritorialisation; food labelling; Europe; Dutch case studies; development rationales,AGROFOOD GEOGRAPHIES; SPECIALITY FOOD; SUPPLY CHAINS; QUALITY; MULTIFUNCTIONALITY; PRODUCERS; NETWORKS; DRINK; BACK,"Recent years have witnessed a proliferation of food labelling schemes that claim to promote sustainable forms of food production. Viewed as a process of reterritorialisation or, more specifically, ecological localisation, such initiatives potentially provide constructive tools to re-address some of the environmental problems connected with agricultural restructuring and to re-organise production and consumption relations in the food system. This paper first examines the approaches and motives behind 24 food labelling schemes in selected European countries. It then uses this empirical material to conceptualise two development rationales: 'territorial' (place-based) and 'critical' (process-based). The rationales are explored through a comparative assessment of two Dutch case studies - Waterland and Milieukeur strawberries. The paper argues that producer involvement requires a clear economic incentive and that most food labelling schemes need significant institutional support if participation in more sustainable modes of production is to be fully realised.","Univ Gloucestershire, Countryside & Commun Res Unit, Cheltenham GL50 2RH, Glos, England","Ilbery, B (corresponding author), Univ Gloucestershire, Countryside & Commun Res Unit, Dunholme Villa,Pk, Cheltenham GL50 2RH, Glos, England.",bilbery@glos.ac.uk,,,,,,27,19,19,0,27,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0040-747X,1467-9663,,TIJDSCHR ECON SOC GE,Tijdschr. Econ. Soc. Geogr.,,2007,98,4,,,,,507,518,,10.1111/j.1467-9663.2007.00418.x,,,12,Economics; Geography,Business & Economics; Geography,206RJ,WOS:000249200300008,,,,,2021-03-04
